id,species,split_spp,url,url_2,url_3,shapefile_path,raster_path,majority_cat,single_cat,processing_cat,countries_raw,countries_occ,outside_range,post_2008 ,pre_2008 ,zero_gbif_records,previous_sp_name,alternate_sp_name,new_sp_name,notes
226,Vipera_aspis,Vipera_aspis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_aspis.pdf,,,data/raw/eor/Vipera_aspis.shp,output/species_rasters/combined_cat/Vipera_aspis.tif,2,0,1&2,"AND, FRA, VAT, ITA, SMR, SVN, ESP, CHE","ITA, CHE, FRA, ESP, AND, DEU, BEL",1,few,excessive_historic,0,,,,
227,Vipera_berus,Vipera_berus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_berus.pdf,http://reptile-database.reptarium.cz/species?genus=Vipera&species=berus&search_param=%28%28search%3D%27Vipera+berus%27%29%29,http://www.iucnredlist.org/details/164736/0,data/raw/eor/Vipera_berus.shp,output/species_rasters/combined_cat/Vipera_berus.tif,2,0,1&2,"ALB, AUT, BLR, BEL, BIH, BGR, CHN, HRV, CZE, PRK, DNK, EST, FIN, FRA, DEU, GRC, HUN, ITA, KAZ, LVA, LIE, LTU, LUX, MDA, MNG, NLD, NOR, POL, ROU, RUS, SVK, SVN, SWE, CHE, MKD, UKR, GBR, MNE, SRB","RUS, NOR, GBR, DEU, FRA, BEL, ITA, SWE, AUT, BGR, ROU, HRV",0,0,0,1,"Berus_vulgaris, Chersea_vulgaris, Coluber_berus, Coluber_sachalinensis_continentalis, Coluber_sachalinensis_sachalinensis, Pelias_berus, Pelias_nikolskii, Pelias_sachalinensis, Vipera_Pelias_berus, Vipera_Pelias_berus_forma_punctata, Vipera_Pelias_nikolskii, Vipera_aspoides, Vipera_aspoides_annulata, Vipera_berus_berus, Vipera_berus_bosniensis, Vipera_berus_nikolskii, Vipera_berus_pseudaspis, Vipera_berus_sachalinensis, Vipera_berus_var_bosniensis, Vipera_berus_var._prester, Vipera_coronis_aspoides, Vipera_nikolskii, Vipera_prester, Vipera_sachalinensis",,,
228,Vipera_eriwanensis,Vipera_eriwanensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_eriwanensis.pdf,,,data/raw/eor/Vipera_eriwanensis.shp,output/species_rasters/combined_cat/Vipera_eriwanensis.tif,2,1,2,"ARM, AZE, TUR",ARM,0,0,0,0,Vipera_ursinii_eriwanensis,,,
229,Vipera_latastei,Vipera_latastei,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_latastei.pdf,,,data/raw/eor/Vipera_latastei.shp,output/species_rasters/combined_cat/Vipera_latastei.tif,2,1,2,"DZA, MAR, PRT, ESP","ESP, PRT",1,few,excessive_historic,0,,,,
230,Vipera_nikolskii,Vipera_nikolskii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_nikolskii.pdf,,,data/raw/eor/Vipera_nikolskii.shp,output/species_rasters/combined_cat/Vipera_nikolskii.tif,2,1,2,"MDA, RUS, UKR",DEU,0,0,0,1,Vipera_berus,,,
231,Vipera_renardi,Vipera_renardi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_renardi.pdf,,,data/raw/eor/Vipera_renardi.shp,output/species_rasters/combined_cat/Vipera_renardi.tif,2,1,2,"AZE, CHN, KAZ, KGZ, RUS, TJK, UKR, UZB","KAZ, UKR, ARM",1,few,few_historic,0,Vipera_ursinii_renardi,,,
232,Vipera_seoanei,Vipera_seoanei,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_seoanei.pdf,,,data/raw/eor/Vipera_seonei.shp,output/species_rasters/combined_cat/Vipera_seoanei.tif,2,1,2,"FRA, PRT, ESP","ESP, FRA, PRT",1,0,few_historic,0,Vipera_berus_seoanei,,,
233,Vipera_spp,Vipera_kaznakovi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_spp.pdf,,,data/raw/eor/Vipera_kaznakovi.shp,output/species_rasters/combined_cat/Vipera_kaznakovi.tif,2,1,2,"GEO, RUS, TUR","TUR, RUS",1,few,few_historic,0,,,,
233,Vipera_spp,Vipera_lotievi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Vipera&species=lotievi&search_param=%28%28search%3D%27Vipera+lotievi%27%29%29,http://www.iucnredlist.org/details/164736/0,data/raw/eor/Vipera_lotievi.shp,output/species_rasters/combined_cat/Vipera_lotievi.tif,2,1,2,"AZE, GEO, RUS",,0,0,0,1,"Vipera_lotievi, Vipera_berus, Vipera_ursini_renardi, Vipera_Pelias_lotievi, Vipera_renardi_lotievi
Pelias_lotievi
",,,
233,Vipera_spp,Vipera_darevskii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_spp.pdf,,,data/raw/eor/Vipera_darevskii.shp,output/species_rasters/combined_cat/Vipera_darevskii.tif,2,1,2,"ARM, GEO, TUR",GEO,0,0,0,0,,,,
233,Vipera_spp,Vipera_ebneri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_spp.pdf,http://reptile-database.reptarium.cz/species?genus=Vipera&species=eriwanensis&search_param=%28%28search%3D%27Vipera+ebneri%27%29%29,http://www.iucnredlist.org/details/164657/0,data/raw/eor/Vipera_ebneri.shp,output/species_rasters/combined_cat/Vipera_ebneri.tif,2,1,2,"AZE, IRN",,0,0,0,1,"Acridophaga_renardi_eriwanensis, Pelias_ebneri, Pelias_eriwanensis, Vipera_Acridophaga_ebneri, Vipera_Acridophaga_eriwanensis, Vipera_Pelias_eriwanensis, Vipera_eriwanensis, Vipera_eriwanensis_ebneri, Vipera_renardi_eriwanensis, Vipera_ursini_renardi, Vipera_ursinii, Vipera_ursinii_ebneri, Vipera_ursinii_eriwanensis",,,
234,Vipera_ursinii,Vipera_ursinii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Vipera_ursinii.pdf,http://reptile-database.reptarium.cz/species?genus=Vipera&species=ursinii&search_param=%28%28search%3D%27Vipera+ursinii%27%29%29,http://www.iucnredlist.org/details/22997/0,data/raw/eor/Vipera_ursinii.shp,output/species_rasters/combined_cat/Vipera_ursinii.tif,2,1,2,"ALB, BIH, BGR, HRV, FRA, GRC, HUN, ITA, MDA, ROU, SVN, UKR, MNE, SRB","HUN, ROU, CHN, AUT",0,0,0,1,"Pelias_ursinii, Vipera_ursinii_graeca, Vipera_ursinii_macrops, Vipera_ursinii_moldavica, Vipera_ursinii_rakosiensis, Vipera_ursinii_ursinii",,,
235,Viridovipera_stejnegeri,Viridovipera_stejnegeri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Viridovipera_stejnegeri.pdf,,,data/raw/eor/Viridovipera_stejnegeri.shp,output/species_rasters/combined_cat/Viridovipera_stejnegeri.tif,2,0,1&2,"CHN, VNM",,0,0,0,1,Trimeresurus_stejnegeri,,Trimeresurus_stejnegeri,
236,Walterinnesia_aegyptia,Walterinnesia_aegyptia,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Walterinnesia_aegyptia.pdf,,,data/raw/eor/Walterinnesia_aegyptia.shp,output/species_rasters/combined_cat/Walterinnesia_aegyptia.tif,2,1,2,"ISR, JOR, SAU, EGY","TUR, ISR, SAU, IRN, EGY",1,0,few_historic,0,,,,
237,Walterinnesia_morgani,Walterinnesia_morgani,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Walterinnesia_morgani.pdf,,,data/raw/eor/Walterinnesia_morgani.shp,output/species_rasters/combined_cat/Walterinnesia_morgani.tif,2,1,2,"IRN, IRQ, KWT, SAU, SYR, TUR",,0,0,0,1,Walterinnesia_aegyptia,,,
2016_1,Acanthophis_cryptamydros,Acanthophis_cryptamydros,http://reptile-database.reptarium.cz/species?genus=Acanthophis&species=cryptamydros&search_param=%28%28search%3D%27Acanthophis+cryptamydros%27%29%29,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN2824,,data/raw/eor/Acanthophis_cryptamydros.shp,output/species_rasters/combined_cat/Acanthophis_cryptamydros.tif,2,1,2,AUS,,,,,,"Acanthophis_cryptamydros, Acanthophis_lancasteri",,,
2016_2,Agkistrodon_howardgloydi,Agkistrodon_howardgloydi,http://reptile-database.reptarium.cz/species?genus=Agkistrodon&species=howardgloydi&search_param=%28%28search%3D%27Agkistrodon+howardgloydi%27%29%29,,,,,2,1,2,"CRI, HND, NIC",,,,,,Agkistrodon_bilineatus_howardgloydi,,,
2016_3,Agkistrodon_russeolus,Agkistrodon_russeolus,http://reptile-database.reptarium.cz/species?genus=Agkistrodon&species=russeolus&search_param=%28%28search%3D%27Agkistrodon+russeolus%27%29%29,,,,,2,1,2,"MEX, BLZ, GTM",,,,,,Agkistrodon_bilineatus_russeolus,,,
2016_5,Bitis_harenna,Bitis_harenna,http://reptile-database.reptarium.cz/species?genus=Bitis&species=harenna&search_param=%28%28search%3D%27Bitis+harenna%27%29%29,,,,,2,1,2,ETH,,,,,,"Bitis_Macrocerastes_harenna, Bitis_parviocula",,,New species
2016_6,Bungarus_persicus,Bungarus_persicus,http://reptile-database.reptarium.cz/species?genus=Bungarus&species=persicus&search_param=%28%28search%3D%27Bungarus+persicus%27%29%29,,,,,2,1,2,IRN,,,,,,,,,New species
2016_7,Cerrophidion_sasai,Cerrophidion_sasai,http://reptile-database.reptarium.cz/species?genus=Cerrophidion&species=sasai&search_param=%28%28search%3D%27Cerrophidion+sasai%27%29%29,,,,,2,1,2,"CRI, PAN",,,,,,Cerrophdion_godmani,,,Previously part of Cerrophdion godmani
2016_8,Cerrophidion_wilsoni,Cerrophidion_wilsoni,http://reptile-database.reptarium.cz/species?genus=Cerrophidion&species=wilsoni&search_param=%28%28search%3D%27Cerrophidion+wilsoni%27%29%29,,,,,2,1,2,"SLV, HND",,,,,,Cerrophdion_godmani,,,Previously part of Cerrophidion godmani
2016_9,Crotalus_ornatus,Crotalus_ornatus,http://reptile-database.reptarium.cz/species?genus=Crotalus&species=ornatus&search_param=%28%28search%3D%27Crotalus+ornatus%27%29%29,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN2819,,data/raw/eor/Crotalus_ornatus.shp,output/species_rasters/combined_cat/Crotalus_ornatus.tif,2,1,2,"MEX, USA",,,,,,Crotalus_molossus,,,Previously considered part of Crotalus molossus
2016_12,Hypnale_zara,Hypnale_zara,http://reptile-database.reptarium.cz/species?genus=Hypnale&species=zara&search_param=%28%28search%3D%27Hypnale+zara%27%29%29,,,,,2,1,2,LKA,,,,,,Trigonocephalus_zara,,,New species
2016_15,Trimeresurus_cardamomensis,Trimeresurus_cardamomensis,http://reptile-database.reptarium.cz/species?genus=Trimeresurus&species=cardamomensis&search_param=%28%28search%3D%27Trimeresurus+cardamomensis%27%29%29,,,,,2,1,2,KHM,,,,,,"Cryptelytrops_cardamomensis, Trimeresurus_macrops, Cryptelytrops_macrops, Trimeresurus_Trimeresurus_cardamomensis",,,Previously part of Trimeresurus macrops (Cryptelytrops macrops)
2016_16,Trimeresurus_hageni,Trimeresurus_hageni,http://reptile-database.reptarium.cz/species?genus=Trimeresurus&species=hageni&search_param=%28%28search%3D%27Trimeresurus+hageni%27%29%29,http://www.iucnredlist.org/details/191906/0,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0100,data/raw/eor/Trimeresurus_hageni.shp,output/species_rasters/combined_cat/Trimeresurus_hageni.tif,2,1,2,"THA, MYS",,,,,,"Parias_hageni, Bothrops_hageni, Lachesis_hageni, Lachesis_sumatranus, Trimeresurus_Parias_hageni, Trimeresurus_erythrurus_var, Trimeresurus_sumatranus",,,
2016_17,Trimeresurus_rubeus,Trimeresurus_rubeus,http://reptile-database.reptarium.cz/species?genus=Trimeresurus&species=rubeus&search_param=%28%28search%3D%27Trimeresurus+rubeus%27%29%29,,,,,2,1,2,VNM,,,,,,"Cryptelytrops_rubeus, Trimeresurus_macrops, Trimeresurus_cf_macrops, Trimeresurus_Trimeresurus_rubeus, Craspedocephalus_rubeus",,,Previously part of Trimeresurus macrops (Cryptelytrops macrops)
